Jahr,Runde,Grand Prix ID,Circuit ID,Gemeldet,Pre-Qualy,Qualy,Starter,Differenz Quali und Starter,,,Achtung Monaco 1958 Meldeliste zeigt dass die Daten nicht 100% ausgewertet wurden
1964,10,"20,80","0,00","20,80","19,20","1,60",,,,,
1965,10,"20,30","0,00","20,30","18,70","1,60",,,,,
1966,9,"20,22","0,00","20,22","18,78","1,44",,,,,
1967,11,"18,91","0,00","18,91","18,36","0,55",,,,,
1968,12,"19,92","0,00","19,92","18,92","1,00",,,,,
1969,11,"17,27","0,00","17,27","16,82","0,45",,,,,
1970,13,"22,85","0,00","22,85","20,23","2,62",,,,,
1971,11,"24,64","0,00","24,64","23,45","1,18",,,,,
1972,12,"26,58","0,00","26,58","25,42","1,17",,,,,
1973,15,"24,07","0,00","24,07","23,67","0,40",,,,,
1974,15,"29,33","0,00","29,33","25,87","3,47",,,,,
1975,14,"25,93","0,00","25,93","24,57","1,36",,,,,
1976,16,"27,19","0,00","27,19","24,69","2,50",,,,,
1977,17,"28,18","0,82","27,82","23,94","3,88",,,,,
1978,16,"29,31","3,13","28,00","24,25","3,75",,,,,
1979,15,"26,80","0,20","26,80","23,73","3,07",,,,,
1980,14,"27,29","0,00","27,29","23,71","3,57",,,,,
1981,15,"29,80","0,60","29,47","23,73","5,73",,,,,
1982,16,"28,81","0,50","28,50","24,88","3,63",,,,,
1983,15,"28,20","0,33","28,07","25,60","2,47",,,,,
1984,16,"25,31","0,00","25,31","24,44","0,88",,,,,
1985,16,"25,56","0,00","25,56","24,88","0,69",,,,,
1986,16,"25,88","0,00","25,88","25,44","0,44",,,,,
1987,16,"26,31","0,00","26,31","25,63","0,69",,,,,
1988,16,"30,88","4,06","30,06","26,00","4,06",,,,,
1989,16,"38,81","13,00","29,88","26,00","3,88",,,,,
1990,16,"33,69","7,38","29,75","25,81","3,94",,,,,
1991,16,"33,56","7,69","29,88","26,00","3,88",,,,,
1992,16,"29,88","2,75","29,06","26,00","3,06",,,,,
1993,16,"25,69","0,00","25,69","25,19","0,50",,,,,
1994,16,"27,56","0,00","27,56","25,81","1,75",,,,,
1995,17,"24,59","0,00","24,59","24,47","0,12",,,,,
1996,16,"21,25","0,00","21,25","20,50","0,75",,,,,
1997,17,"22,12","0,00","22,12","21,94","0,18",,,,,
1998,16,"21,94","0,00","21,94","21,69","0,25",,,,,
1999,16,"21,94","0,00","21,94","21,94","0,00",,,,,
2000,17,"22,00","0,00","22,00","21,82","0,18",,,,,
2001,17,"22,00","0,00","22,00","21,94","0,06",,,,,
2002,17,"21,35","0,00","21,35","20,88","0,47",,,,,
2003,16,"19,94","0,00","19,94","19,94","0,00",,,,,
2004,18,"20,00","0,00","20,00","20,00","0,00",,,,,
2005,19,"19,79","0,00","19,79","19,79","0,00",,,,,
2006,18,"22,00","0,00","22,00","22,00","0,00",,,,,
2007,17,"22,00","0,00","22,00","22,00","0,00",,,,,
2008,18,"20,44","0,00","20,39","20,44","-0,06",,,,,
2009,17,"20,00","0,00","19,94","19,88","0,06",,,,,
2010,19,"24,00","0,00","23,95","24,00","-0,05",,,,,
2011,19,"24,00","0,00","23,79","23,84","-0,05",,,,,
2012,20,"23,95","0,00","23,95","23,85","0,10",,,,,
2013,19,"22,00","0,00","22,00","22,00","0,00",,,,,
2014,19,"21,42","0,00","21,42","21,42","0,00",,,,,
2015,19,"19,89","0,00","19,89","19,84","0,05",,,,,
2016,21,"22,00","0,00","22,00","22,00","0,00",,,,,
2017,20,"20,00","0,00","20,00","20,00","0,00",,,,,
2018,21,"20,00","0,00","19,81","20,00","-0,19",,,,,
2019,21,"20,00","0,00","19,95","20,00","-0,05",,,,,
2020,17,"20,00","0,00","20,00","20,00","0,00",,,,,
2021,22,"20,00","0,00","19,91","19,95","-0,05",,,,,
2022,22,"20,00","0,00","19,95","19,95","0,00",,,,,
2023,22,"20,00","0,00","20,00","19,95","0,05",,,,,
2024,24,"19,96","0,00","19,92","19,96","-0,04",,,,,
2025,24,"20,00","0,00","19,96","20,00","-0,04",,,,,
